0.00000, 0.93402, 0.73547, 0.00000, 0.57528, 0.00000, 0.66608, 0.00000, 0.69053, 0.00000, 0.70516, 0.54775, 0.00000, 0.64985, 0.68896, 0.76616, 0.00000, 0.00000, 0.00000, 0.76676, 0.96391, 0.00000, 0.00000, 0.67854, 0.00000
0.00000, 0.66611, 0.52451, 0.00000, 0.41027, 0.00000, 0.47502, 0.00000, 0.49246, 0.00000, 0.50290, 0.39063, 0.00000, 0.46345, 0.49134, 0.54640, 0.00000, 0.00000, 0.00000, 0.54682, 0.68743, 0.00000, 0.00000, 0.48391, 0.00000
0.44027, 0.00000, 0.00000, 0.44460, 0.00000, 0.34682, 0.00000, 0.52030, 0.00000, 0.47812, 0.00000, 0.00000, 0.35899, 0.00000, 0.00000, 0.00000, 0.45635, 0.55170, 0.41165, 0.00000, 0.00000, 0.49817, 0.50275, 0.00000, 0.39073
0.00000, 0.79262, 0.62413, 0.00000, 0.48819, 0.00000, 0.56524, 0.00000, 0.58600, 0.00000, 0.59841, 0.46483, 0.00000, 0.55147, 0.58466, 0.65018, 0.00000, 0.00000, 0.00000, 0.65068, 0.81799, 0.00000, 0.00000, 0.57582, 0.00000
0.66503, 0.00000, 0.00000, 0.67156, 0.00000, 0.52387, 0.00000, 0.78591, 0.00000, 0.72220, 0.00000, 0.00000, 0.54225, 0.00000, 0.00000, 0.00000, 0.68932, 0.83335, 0.62179, 0.00000, 0.00000, 0.75248, 0.75940, 0.00000, 0.59020
0.00000, 0.71809, 0.56544, 0.00000, 0.44228, 0.00000, 0.51209, 0.00000, 0.53089, 0.00000, 0.54214, 0.42112, 0.00000, 0.49961, 0.52968, 0.58904, 0.00000, 0.00000, 0.00000, 0.58949, 0.74107, 0.00000, 0.00000, 0.52167, 0.00000
0.00000, 0.51165, 0.40289, 0.00000, 0.31514, 0.00000, 0.36488, 0.00000, 0.37827, 0.00000, 0.38629, 0.30006, 0.00000, 0.35599, 0.37741, 0.41970, 0.00000, 0.00000, 0.00000, 0.42003, 0.52803, 0.00000, 0.00000, 0.37170, 0.00000
0.00000, 0.57591, 0.45348, 0.00000, 0.35471, 0.00000, 0.41070, 0.00000, 0.42578, 0.00000, 0.43480, 0.33774, 0.00000, 0.40069, 0.42481, 0.47241, 0.00000, 0.00000, 0.00000, 0.47278, 0.59434, 0.00000, 0.00000, 0.41838, 0.00000
0.00000, 0.61140, 0.48143, 0.00000, 0.37657, 0.00000, 0.43601, 0.00000, 0.45202, 0.00000, 0.46159, 0.35855, 0.00000, 0.42538, 0.45099, 0.50152, 0.00000, 0.00000, 0.00000, 0.50191, 0.63097, 0.00000, 0.00000, 0.44416, 0.00000
0.59505, 0.00000, 0.00000, 0.60090, 0.00000, 0.46874, 0.00000, 0.70321, 0.00000, 0.64620, 0.00000, 0.00000, 0.48519, 0.00000, 0.00000, 0.00000, 0.61678, 0.74566, 0.55636, 0.00000, 0.00000, 0.67330, 0.67949, 0.00000, 0.52810
0.00000, 0.75433, 0.59398, 0.00000, 0.46460, 0.00000, 0.53793, 0.00000, 0.55769, 0.00000, 0.56950, 0.44237, 0.00000, 0.52483, 0.55642, 0.61876, 0.00000, 0.00000, 0.00000, 0.61924, 0.77847, 0.00000, 0.00000, 0.54800, 0.00000
0.61261, 0.00000, 0.00000, 0.61863, 0.00000, 0.48258, 0.00000, 0.72396, 0.00000, 0.66527, 0.00000, 0.00000, 0.49950, 0.00000, 0.00000, 0.00000, 0.63498, 0.76766, 0.57278, 0.00000, 0.00000, 0.69317, 0.69954, 0.00000, 0.54368
0.63021, 0.00000, 0.00000, 0.63640, 0.00000, 0.49644, 0.00000, 0.74476, 0.00000, 0.68439, 0.00000, 0.00000, 0.51386, 0.00000, 0.00000, 0.00000, 0.65323, 0.78972, 0.58924, 0.00000, 0.00000, 0.71308, 0.71964, 0.00000, 0.55930
0.00000, 0.75352, 0.59334, 0.00000, 0.46410, 0.00000, 0.53736, 0.00000, 0.55709, 0.00000, 0.56889, 0.44189, 0.00000, 0.52426, 0.55582, 0.61810, 0.00000, 0.00000, 0.00000, 0.61858, 0.77763, 0.00000, 0.00000, 0.54741, 0.00000
0.00000, 0.56957, 0.44850, 0.00000, 0.35081, 0.00000, 0.40618, 0.00000, 0.42109, 0.00000, 0.43001, 0.33402, 0.00000, 0.39628, 0.42013, 0.46721, 0.00000, 0.00000, 0.00000, 0.46757, 0.58780, 0.00000, 0.00000, 0.41378, 0.00000
